trip_id,rider_id,zone_name,distance_km,duration_min,fare_amount,payment_mode,ride_date,surge_flag,name,age,gender,city,signup_date,total_rides,cancelled_rides,avg_rating,population_density,traffic_index,avg_speed_kmph,zone_type,hour,day_of_week,month,ride_frequency,avg_ride_distance,avg_ride_fare,is_peak_hour,days_since_signup,ride_cancellation_rate,fare_per_km,surge_flag_new
T00015,R0270,Zone_10,0.9602528745112324,0.8857079890510241,0.9717781769026631,Credit Card,2023-08-24,0.0,Aadhya Reddy,35.0,1,Hyderabad,2022-01-02,455.0,64.0,3.08,2440.0,,35.4,Industrial,0,3,8,High,0.0021104458780466647,0.002135776212972886,0,1581,0.14065934065934066,1.0120023617709002,1
T00016,R0216,Zone_2,0.8626096532557166,0.811572971531792,0.8949016560305068,Cash,2024-08-04,1.0,Ishaan Ghosh,44.0,0,Chennai,2019-08-01,335.0,24.0,3.4,6371.0,,58.4,Residential,0,6,8,High,0.0025749541888230344,0.0026713482269567364,0,2466,0.07164179104477612,1.0374352439170043,1
T00017,R0168,Zone_3,0.8496042135699543,0.788146222817429,0.8140735856255893,Cash,2023-12-03,1.0,Diya Das,23.0,1,Pune,2019-10-08,471.0,74.0,4.03,12971.0,,38.0,Business,0,6,12,High,0.001803830602059351,0.0017283940246827798,0,2398,0.15711252653927812,0.9581797884510616,0
T00018,R0126,Zone_6,0.7874560412243781,0.7215091188583145,0.7855982480020148,UPI,2024-01-19,0.0,Diya Reddy,29.0,0,Surat,2022-09-25,411.0,20.0,3.65,14627.0,,37.6,Mixed,0,4,1,High,0.0019159514385021365,0.001911431260345535,0,1315,0.04866180048661801,0.9976407658013842,1
T00019,R0255,Zone_1,0.8741407582769172,0.8086149939560189,0.8425514674070136,Credit Card,2023-05-26,1.0,Reyansh Sharma,37.0,0,Bengaluru,2021-07-06,475.0,42.0,3.12,4921.0,,30.9,Residential,0,4,5,High,0.0018402963332145624,0.0017737925629621339,0,1761,0.08842105263157894,0.963862466575553,0
T00020,R0061,Zone_2,0.9261557241510734,0.8612909132854364,0.9530250276860902,UPI,2023-06-19,0.0,Meera Reddy,25.0,1,Mumbai,2020-08-20,168.0,25.0,3.69,6371.0,,58.4,Residential,0,0,6,High,0.005512831691375437,0.005672768021941013,0,2081,0.1488095238095238,1.0290116476466693,1
T00021,R0289,Zone_4,0.7564005533016251,0.6829152742356858,0.8053043844177767,Cash,2024-08-15,0.0,Aarav Gupta,21.0,2,Chennai,2021-09-30,322.0,14.0,4.17,4038.0,,48.2,Business,0,3,8,High,0.0023490700413093947,0.002500945293222909,0,1675,0.043478260869565216,1.0646533518552974,1
T00022,R0112,Zone_10,0.5238006911445956,0.47184993217124116,0.5178843775066768,Credit Card,2024-03-28,0.0,Meera Nair,41.0,0,Delhi,2020-11-13,311.0,11.0,3.24,2440.0,,35.4,Industrial,0,3,3,High,0.0016842465953202431,0.001665223078799604,0,1996,0.03536977491961415,0.9887050289586472,1
T00023,R0153,Zone_3,0.8337269850050324,0.7566080480858369,0.866249811963914,UPI,2024-02-26,0.0,Aadhya Ghosh,20.0,1,Mumbai,2020-05-04,76.0,14.0,4.54,12971.0,,38.0,Business,0,0,2,Medium,0.010970091907960952,0.011398023841630448,0,2189,0.18421052631578946,1.039008965217415,1
T00024,R0214,Zone_3,0.491511527133408,0.4980579938861235,0.4511066695411947,Cash,2023-01-10,1.0,Aarav Kumar,20.0,0,Kolkata,2022-09-14,210.0,2.0,4.53,12971.0,,38.0,Business,0,1,1,High,0.002340531081587657,0.002148126997815213,0,1326,0.009523809523809525,0.9177946897240389,0
T00025,R0272,Zone_2,0.9161463007428166,0.7881805813824079,0.9158392988223061,UPI,2023-01-15,0.0,Kavya Ghosh,21.0,1,Kolkata,2020-01-15,432.0,4.0,4.79,6371.0,,58.4,Residential,0,6,1,High,0.0021207090294972607,0.0021199983769034864,0,2299,0.009259259259259259,0.9996648985863267,1
T00026,R0045,Zone_3,0.8269319058573303,0.7605017973359957,0.8197618330991997,Credit Card,2024-02-14,1.0,Saanvi Iyer,34.0,2,Ahmedabad,2023-07-12,100.0,16.0,4.88,12971.0,,38.0,Business,0,2,2,Medium,0.008269319058573303,0.008197618330991996,0,1025,0.16,0.9913293069147006,1
T00027,R0096,Zone_9,0.414328055265481,0.3924251616187997,0.3873038716526393,UPI,2023-01-12,0.0,Reyansh Das,40.0,0,Kolkata,2019-12-28,121.0,3.0,4.46,11037.0,,56.1,Mixed,0,3,1,Medium,0.00342419880384695,0.003200858443410242,0,2317,0.024793388429752067,0.9347758780285204,0
T00028,R0191,Zone_1,0.8373779314763218,0.7952803166548638,0.8838203767644792,UPI,2023-05-14,0.0,Meera Gupta,33.0,2,Surat,2020-08-14,87.0,6.0,4.56,4921.0,,30.9,Residential,0,6,5,Medium,0.009625033695130136,0.010158854905338842,0,2087,0.06896551724137931,1.0554617497576966,1
T00029,R0197,Zone_6,0.8559519496508603,0.7354420371728285,0.7924349940503286,Credit Card,2024-06-13,1.0,Saanvi Das,29.0,0,Bengaluru,2020-10-08,475.0,87.0,3.87,14627.0,,37.6,Mixed,0,3,6,High,0.0018020041045281269,0.0016682841980006917,0,2032,0.1831578947368421,0.9257937836038108,0
T00030,R0284,Zone_1,0.9112386030988444,0.8779649930063759,0.9464996137089793,Cash,2024-03-15,0.0,Vivaan Das,28.0,0,Surat,2019-07-31,135.0,19.0,4.95,4921.0,,30.9,Residential,0,4,3,Medium,0.006749915578509958,0.0070111082496961425,0,2467,0.14074074074074075,1.038695694508796,1
T00031,R0251,Zone_1,0.8609267814746484,0.7427595818389823,0.9160327702009685,Credit Card,2023-04-08,1.0,Vivaan Iyer,46.0,0,Mumbai,2020-01-13,213.0,26.0,4.48,4921.0,,30.9,Residential,0,5,4,High,0.004041909772181448,0.0043006233342768475,0,2301,0.12206572769953052,1.0640077529379806,1
T00032,R0228,Zone_5,0.9789834247414626,0.9961198030714925,0.9317146387243291,UPI,2023-11-30,1.0,Kavya Ghosh,21.0,0,Pune,2020-05-18,10.0,0.0,4.84,2590.0,,43.9,Business,0,3,11,Low,0.09789834247414626,0.09317146387243291,0,2175,0.0,0.9517164593163397,0
T00033,R0083,Zone_10,0.8133993775955757,0.6938682535912076,0.8829493226272539,Cash,2024-04-19,0.0,Kavya Patel,45.0,0,Mumbai,2021-12-31,475.0,39.0,4.4,2440.0,,35.4,Industrial,0,4,4,High,0.0017124197423064751,0.0018588406792152713,0,1583,0.08210526315789474,1.0855052843011377,1
T00034,R0105,Zone_8,0.8695060760604381,0.8374665001453274,0.7742535212720235,UPI,2024-06-21,1.0,Diya Das,31.0,0,Jaipur,2020-09-28,346.0,9.0,3.69,4516.0,,31.0,Business,0,4,6,High,0.0025130233412151387,0.0022377269400925535,0,2042,0.02601156069364162,0.8904521113642067,0
T00035,R0221,Zone_4,0.8654983895934389,0.7428864980050706,0.7758356619143347,Credit Card,2023-08-15,1.0,Diya Patel,21.0,0,Delhi,2021-01-13,106.0,1.0,4.41,4038.0,,48.2,Business,0,1,8,Medium,0.008165079147107915,0.007319204357682403,0,1935,0.009433962264150943,0.8964033570054099,0
T00036,R0081,Zone_1,0.8455820532514153,0.7649007272995078,0.8742243139498662,Credit Card,2023-07-29,0.0,Diya Reddy,42.0,2,Mumbai,2022-01-31,114.0,2.0,3.9,4921.0,,30.9,Residential,0,5,7,Medium,0.007417386432029959,0.007668634332893563,0,1552,0.017543859649122806,1.033872834207297,1
T00037,R0067,Zone_10,0.8880317146307438,0.7933420484785286,0.8502505119564655,Cash,2024-06-07,1.0,Saanvi Iyer,32.0,1,Pune,2022-07-24,348.0,9.0,3.38,2440.0,,35.4,Industrial,0,4,6,High,0.002551815271927425,0.00244324859757605,0,1378,0.02586206896551724,0.9574551200685572,0
T00038,R0026,Zone_1,0.9173066138544712,0.8164986925173925,0.9178499603174325,Cash,2023-10-27,0.0,Aarav Kumar,26.0,0,Surat,2020-04-17,44.0,5.0,3.17,4921.0,,30.9,Residential,0,4,10,Low,0.020847877587601617,0.020860226370850738,0,2206,0.11363636363636363,1.0005923280773896,1
T00039,R0077,Zone_5,0.9588172882673269,0.9820225183899381,0.9948969045871402,Wallet,2024-03-07,1.0,Reyansh Das,28.0,1,Mumbai,2019-09-07,406.0,72.0,3.79,2590.0,,43.9,Business,0,3,3,High,0.0023616189366190317,0.002450484986667833,0,2429,0.17733990147783252,1.0376292926309376,1
T00040,R0110,Zone_9,0.12055978042260995,0.20276378504751835,0.0,UPI,2024-08-15,1.0,Vivaan Patel,19.0,0,Kolkata,2023-02-04,224.0,28.0,4.43,11037.0,,56.1,Mixed,0,3,8,High,0.0005382133054580801,0.0,0,1183,0.125,0.0,0
T00041,R0056,Zone_1,0.814633910332095,0.6941880619619343,0.8537944783216549,Cash,2024-02-24,0.0,Meera Patel,40.0,2,Hyderabad,2021-02-26,93.0,13.0,3.25,4921.0,,30.9,Residential,0,5,2,Medium,0.008759504412173064,0.009180585788404892,0,1891,0.13978494623655913,1.0480713698421855,1
T00042,R0120,Zone_4,0.8238229265696232,0.7474062690829092,0.7541373730143174,Credit Card,2024-02-25,1.0,Ishaan Gupta,18.0,2,Surat,2020-07-12,311.0,15.0,4.55,4038.0,,48.2,Business,0,6,2,High,0.002648948316944126,0.002424879012907773,0,2120,0.04823151125401929,0.9154119759139568,0
T00043,R0178,Zone_2,0.940025712088018,0.8338514573469278,0.918720868589997,Cash,2023-08-07,1.0,Saanvi Ghosh,27.0,1,Delhi,2021-05-15,56.0,7.0,3.13,6371.0,,58.4,Residential,0,0,8,Medium,0.01678617343014318,0.016405729796249945,0,1813,0.125,0.9773358928122318,0
T00044,R0164,Zone_3,0.8363456266549103,0.6996546748251614,0.8984589998731077,UPI,2024-04-02,0.0,Aadhya Ghosh,37.0,2,Ahmedabad,2022-07-06,249.0,23.0,4.02,12971.0,,38.0,Business,0,1,4,High,0.0033588177777305636,0.0036082690757956136,0,1396,0.09236947791164658,1.0742675889472026,1
T00045,R0221,Zone_9,0.5578802233856844,0.44465711389808527,0.5775506855398764,Credit Card,2024-07-11,1.0,Diya Patel,21.0,0,Delhi,2021-01-13,106.0,1.0,4.41,11037.0,,56.1,Mixed,0,3,7,Medium,0.005263020975336646,0.005448591373017702,0,1935,0.009433962264150943,1.0352592928188333,1
T00046,R0247,Zone_2,0.8834122776322096,0.863148922060449,0.7871642689488039,Cash,2023-08-13,0.0,Aadhya Das,37.0,1,Bengaluru,2021-05-11,249.0,47.0,4.92,6371.0,,58.4,Residential,0,6,8,High,0.0035478404724185128,0.0031613022849349554,0,1817,0.18875502008032127,0.8910497271541469,0
T00047,R0207,Zone_1,0.8722320141088302,0.8040555029719137,0.9064039226157907,Cash,2023-09-03,0.0,Ishaan Iyer,31.0,1,Mumbai,2023-12-06,47.0,3.0,3.93,4921.0,,30.9,Residential,0,6,9,Low,0.018558127959762347,0.019285189842889166,0,878,0.06382978723404255,1.0391775444540112,1
T00048,R0077,Zone_10,0.8911725703116484,0.8485596833262862,0.8273346188489159,Wallet,2023-08-03,0.0,Reyansh Das,28.0,1,Mumbai,2019-09-07,406.0,72.0,3.79,2440.0,,35.4,Industrial,0,3,8,High,0.002195006330816868,0.0020377699971648173,0,2429,0.17733990147783252,0.9283663416161833,0
T00049,R0115,Zone_6,0.6925583845021563,0.6582623876236238,0.6562723478673402,UPI,2024-08-08,0.0,Aarav Ghosh,40.0,0,Bengaluru,2020-03-01,170.0,15.0,4.4,14627.0,,37.6,Mixed,0,3,8,High,0.0040738728500126845,0.0038604255756902366,0,2253,0.08823529411764706,0.9476058084822694,0
T00050,R0010,Zone_3,0.973752381895987,0.8837057043129007,0.9321347978088953,Cash,2023-03-20,0.0,Vivaan Gupta,25.0,0,Surat,2023-05-14,173.0,1.0,3.38,12971.0,,38.0,Business,0,0,3,High,0.005628626484947902,0.00538806241508032,0,1084,0.005780346820809248,0.9572606086918541,0
T00051,R0230,Zone_3,0.8404245015190819,0.7572816626318312,0.8342320659038204,Wallet,2023-07-18,1.0,Kavya Gupta,32.0,1,Chennai,2022-11-22,183.0,23.0,3.65,12971.0,,38.0,Business,0,1,7,High,0.004592483614858371,0.0045586451688733355,0,1257,0.12568306010928962,0.9926317764367072,1
T00052,R0032,Zone_1,0.8563928385187023,0.7057388603384347,0.8427863993111223,UPI,2024-05-24,0.0,Kavya Reddy,18.0,0,Mumbai,2023-09-20,213.0,24.0,4.0,4921.0,,30.9,Residential,0,4,5,High,0.0040206236550173816,0.003956743658737664,0,955,0.11267605633802817,0.9841119185079654,0
T00053,R0082,Zone_3,0.7357997182968699,0.6333001321392331,0.7618695395349698,Credit Card,2024-07-22,0.0,Kavya Singh,26.0,2,Pune,2022-12-27,274.0,23.0,3.15,12971.0,,38.0,Business,0,0,7,High,0.002685400431740401,0.002780545764726167,0,1222,0.08394160583941605,1.0354305942090367,1
T00054,R0228,Zone_7,0.7269231681830747,0.6830277278733816,0.807783705886889,UPI,2023-01-13,0.0,Kavya Ghosh,21.0,0,Pune,2020-05-18,10.0,0.0,4.84,11070.0,,45.2,Industrial,0,4,1,Low,0.07269231681830747,0.08077837058868889,0,2175,0.0,1.1112367045693743,1
T00055,R0266,Zone_9,0.6112011426764894,0.5433217399817774,0.7118636165065908,Credit Card,2024-01-23,1.0,Diya Reddy,29.0,2,Chennai,2020-09-25,98.0,13.0,3.9,11037.0,,56.1,Mixed,0,1,1,Medium,0.006236746353841728,0.007263914454148886,0,2045,0.1326530612244898,1.1646961479641447,1
T00056,R0158,Zone_3,0.831322617377967,0.7328427394988476,0.8867672198291572,Cash,2023-08-05,1.0,Aarav Iyer,27.0,1,Ahmedabad,2020-07-26,441.0,60.0,3.57,12971.0,,38.0,Business,0,5,8,High,0.0018850853001767958,0.0020108100222883383,0,2106,0.1360544217687075,1.0666944472484885,1
T00057,R0154,Zone_5,0.7193116659042188,0.6106397923811543,0.7641787005823806,Wallet,2023-01-05,0.0,Kavya Patel,18.0,2,Kolkata,2019-03-25,466.0,79.0,4.68,2590.0,,43.9,Business,0,3,1,High,0.0015435872658888816,0.001639868456185366,0,2595,0.16952789699570817,1.0623749576225225,1
T00059,R0043,Zone_10,0.5518104846210177,0.45656991035446626,0.45072820992240453,UPI,2023-12-21,0.0,Diya Kumar,28.0,1,Ahmedabad,2021-12-10,85.0,16.0,4.68,2440.0,,35.4,Industrial,0,3,12,Medium,0.006491888054364914,0.005302684822616524,0,1604,0.18823529411764706,0.816817045859438,0
T00060,R0146,Zone_4,0.6579298027725677,0.576257297856859,0.6179626545939205,UPI,2024-03-25,0.0,Kavya Gupta,30.0,1,Surat,2020-04-15,80.0,11.0,3.89,4038.0,,48.2,Business,0,0,3,Medium,0.008224122534657097,0.007724533182424007,0,2208,0.1375,0.9392531725873755,0
T00061,R0235,Zone_8,0.8302391209069123,0.7444036706368151,0.743800221626713,Credit Card,2024-02-15,0.0,Aarav Ghosh,34.0,2,Delhi,2021-02-15,284.0,8.0,4.06,4516.0,,31.0,Business,0,3,2,High,0.002923377186291945,0.0026190148648827924,0,1902,0.028169014084507043,0.8958867426220801,0
T00062,R0292,Zone_3,0.9254462267822702,0.9031896867145505,0.9657001783086394,UPI,2023-04-04,1.0,Diya Patel,37.0,0,Jaipur,2020-06-28,141.0,19.0,4.39,12971.0,,38.0,Business,0,1,4,Medium,0.006563448416895533,0.006848937434813045,0,2134,0.1347517730496454,1.043496802257577,1
T00063,R0143,Zone_7,0.8285962842226748,0.6896108203823247,0.8725497223978753,Wallet,2023-07-09,0.0,Meera Kumar,42.0,2,Kolkata,2023-03-28,74.0,13.0,4.56,11070.0,,45.2,Industrial,0,6,7,Medium,0.0111972470840902,0.011791212464836153,0,1131,0.17567567567567569,1.0530456616957125,1
T00064,R0243,Zone_7,0.9255648129945153,0.9061874117537418,0.9658781897104033,Cash,2023-02-10,1.0,Ishaan Patel,33.0,1,Jaipur,2023-02-06,315.0,11.0,3.7,11070.0,,45.2,Industrial,0,4,2,High,0.0029383009936333818,0.0030662799673346138,0,1181,0.03492063492063492,1.0435554335578732,1
T00065,R0215,Zone_7,0.710674842877676,0.6231285716727472,0.7930270152150303,UPI,2024-04-15,1.0,Saanvi Gupta,26.0,0,Hyderabad,2020-02-28,438.0,48.0,3.24,11070.0,,45.2,Industrial,0,0,4,High,0.0016225453033736894,0.0018105639616781512,0,2255,0.1095890410958904,1.115878834269541,1
T00066,R0207,Zone_3,0.8809409160697166,0.8097405071601327,0.9260891988280266,Credit Card,2023-01-26,0.0,Ishaan Iyer,31.0,1,Mumbai,2023-12-06,47.0,3.0,3.93,12971.0,,38.0,Business,0,3,1,Low,0.01874342374616418,0.019704025506979292,0,878,0.06382978723404255,1.0512500690281674,1
T00068,R0211,Zone_6,0.716281571464109,0.6004668620145825,0.7752853228322828,UPI,2023-01-05,0.0,Arjun Reddy,36.0,0,Mumbai,2021-04-04,435.0,17.0,3.63,14627.0,,37.6,Mixed,0,3,1,High,0.0016466243022163424,0.0017822651099592707,0,1854,0.03908045977011494,1.082375079464306,1
T00069,R0077,Zone_10,0.90918307622076,0.7970698364214962,0.9221798618398226,Cash,2023-02-03,0.0,Reyansh Das,28.0,1,Mumbai,2019-09-07,406.0,72.0,3.79,2440.0,,35.4,Industrial,0,4,2,High,0.002239367182809754,0.002271378970048824,0,2429,0.17733990147783252,1.0142950148974252,1
T00070,R0156,Zone_9,0.8932719133845484,0.8105498787658656,0.8678867835050582,Cash,2023-08-31,1.0,Ishaan Iyer,33.0,0,Jaipur,2022-07-07,255.0,18.0,4.28,11037.0,,56.1,Mixed,0,3,8,High,0.0035030271113119546,0.0034034775823727774,0,1395,0.07058823529411765,0.9715818559845819,0
T00071,R0232,Zone_2,0.7222837607446793,0.6663480560474306,0.7494471220533081,Wallet,2024-03-01,1.0,Meera Das,38.0,1,Jaipur,2022-12-08,172.0,15.0,3.94,6371.0,,58.4,Residential,0,4,3,High,0.004199324190376042,0.004357250709612256,0,1241,0.0872093023255814,1.0376076035277648,1
T00072,R0263,Zone_9,0.8020724436435243,0.7581897043952179,0.708279228130438,UPI,2023-07-21,1.0,Ishaan Das,31.0,2,Chennai,2020-12-30,297.0,21.0,3.84,11037.0,,56.1,Mixed,0,4,7,High,0.0027005806183283644,0.0023847785458937306,0,1949,0.0707070707070707,0.8830614163890014,0
T00073,R0025,Zone_9,0.9495411725986438,0.9330912225634154,0.8635597397648207,Cash,2024-02-23,0.0,Meera Das,21.0,0,Mumbai,2021-10-22,42.0,3.0,4.01,11037.0,,56.1,Mixed,0,4,2,Low,0.022608123157110565,0.020560946184876683,0,1653,0.07142857142857142,0.9094494948560108,0
T00074,R0048,Zone_7,0.8875276691211866,0.7944135293953521,0.8218862083141191,Wallet,2023-10-09,1.0,Kavya Sharma,35.0,1,Hyderabad,2019-05-31,207.0,1.0,3.02,11070.0,,45.2,Industrial,0,0,10,High,0.004287573280778679,0.003970464774464343,0,2528,0.004830917874396135,0.9260400964489766,0
T00075,R0008,Zone_5,0.6167879930553546,0.5428625692503182,0.6449909344437751,Cash,2023-01-04,0.0,Ishaan Ghosh,28.0,0,Jaipur,2022-10-01,215.0,23.0,4.02,2590.0,,43.9,Business,0,2,1,High,0.002868781363048161,0.0029999578346222096,0,1309,0.10697674418604651,1.0457255032620087,1
T00076,R0055,Zone_1,0.9263911510499743,0.9299860089665473,0.883696347916875,Cash,2023-11-11,1.0,Kavya Singh,32.0,1,Delhi,2021-11-07,425.0,12.0,4.19,4921.0,,30.9,Residential,0,5,11,High,0.002179743884823469,0.0020792855245102943,0,1637,0.02823529411764706,0.9539127688291184,0
T00077,R0115,Zone_4,0.8191618231013857,0.7816253477348303,0.7430379120719961,Wallet,2023-11-26,0.0,Aarav Ghosh,40.0,0,Bengaluru,2020-03-01,170.0,15.0,4.4,4038.0,,48.2,Business,0,6,11,High,0.004818598959419916,0.00437081124748233,0,2253,0.08823529411764706,0.907070973179413,0
T00078,R0220,Zone_4,0.904950684813627,0.8326147943023972,0.9330559778641376,Credit Card,2024-06-02,0.0,Meera Ghosh,32.0,0,Kolkata,2023-04-18,491.0,63.0,3.78,4038.0,,48.2,Business,0,6,6,High,0.0018430767511479164,0.001900317673857714,0,1110,0.12830957230142567,1.0310572648014504,1
T00079,R0080,Zone_10,0.9060955936514433,0.7811293068245543,0.892564534144179,Credit Card,2023-03-23,1.0,Reyansh Kumar,19.0,0,Mumbai,2021-05-15,34.0,6.0,4.6,2440.0,,35.4,Industrial,0,3,3,Low,0.026649870401513037,0.026251898063064088,0,1813,0.17647058823529413,0.9850666313774511,0
T00080,R0020,Zone_2,0.6622426978111475,0.5358352694777682,0.7459062067179434,Credit Card,2023-08-16,1.0,Diya Das,35.0,0,Chennai,2019-09-17,274.0,21.0,4.03,6371.0,,58.4,Residential,0,2,8,High,0.0024169441525954288,0.0027222854259778954,0,2419,0.07664233576642336,1.1263336072761867,1
T00081,R0278,Zone_5,0.9321091290599371,0.8867585335670921,0.9780255289324054,UPI,2023-01-06,0.0,Aarav Reddy,20.0,0,Mumbai,2021-09-02,382.0,58.0,4.27,2590.0,,43.9,Business,0,4,1,High,0.002440076254083605,0.0025602762537497523,0,1703,0.1518324607329843,1.0492607554640907,1
T00082,R0264,Zone_9,0.7035399905888936,0.6375652135623286,0.7810001036675907,Credit Card,2023-08-03,1.0,Aadhya Das,27.0,2,Delhi,2019-02-06,401.0,54.0,3.59,11037.0,,56.1,Mixed,0,3,8,High,0.0017544638169299093,0.0019476311812159368,0,2642,0.13466334164588528,1.1101005118612512,1
T00083,R0213,Zone_1,0.5563798041350887,0.4989368585370734,0.5413486046622591,Cash,2023-01-22,1.0,Kavya Ghosh,29.0,0,Chennai,2019-06-04,456.0,26.0,3.74,4921.0,,30.9,Residential,0,6,1,High,0.0012201311494190541,0.0011871679926803928,0,2524,0.05701754385964912,0.9729839232820535,0
T00084,R0129,Zone_7,0.7405728933233875,0.6738901359316365,0.632693761352017,Cash,2023-10-16,1.0,Vivaan Singh,35.0,1,Hyderabad,2022-10-08,158.0,10.0,3.9,11070.0,,45.2,Industrial,0,0,10,High,0.0046871702109075155,0.00400439089463302,0,1302,0.06329113924050633,0.8543301639258586,0
T00085,R0042,Zone_3,0.837634679288687,0.7745037219130079,0.9044189384308663,Cash,2023-01-22,0.0,Arjun Reddy,18.0,0,Chennai,2021-05-20,23.0,4.0,3.03,12971.0,,38.0,Business,0,6,1,Low,0.03641889909950813,0.03932256254047245,0,1808,0.17391304347826086,1.0797295775753841,1
T00086,R0254,Zone_2,0.8853170824554164,0.7810583525253522,0.7877352959093076,Wallet,2023-01-20,1.0,Meera Kumar,18.0,1,Delhi,2020-03-09,363.0,70.0,3.68,6371.0,,58.4,Residential,0,4,1,High,0.0024388900343124418,0.002170069685700572,0,2245,0.1928374655647383,0.889777585364707,0
